Postinumero;alue;vakiluku
78200;Varkaus Keskus;4573
78210;Kuoppakangas;1718
78250;Päiviönsaari;1035
78300;Kommila;2370
78310;Puurtila;1207
78400;Luttila;1357
78480;Timola;547
78500;Pitkälänniemi-Könönpelto;2586
78610;Kurola;245
78710;Akonlahti;691
78850;Käpykangas;3098
78870;Kaura-Aho;2459
78880;Kuvansi;1297
78900;Ruokokoski;244
79100;Leppävirta Keskus;5739
79130;Sorsakoski;1082
79140;Kotalahti;353
79150;Konnuslahti-Valkeamäki;415
79160;Saamaiskylä;65
79180;Tuppurinmäki;41
79190;Valkeamäki;37
79230;Moninmäki;63
79255;Kurjala-Moninmäki;166
79265;Puponmäki;103
79330;Näädänmaa;103
79350;Itä-Soisalo;109
79410;Niinimäki;162
79480;Kangaslampi Keskus;660
79520;Viljolahti;166
79600;Joroinen Keskus;2612
79620;Huutokoski;237
79630;Kolma;241
79660;Kerisalo;191
79680;Lahnalahti;137
79690;Kaitainen;205
79700;Heinävesi Keskus;2467
79810;Karvion kanava;227
79820;Varistaipale;117
79830;Palokki;86
79850;Uusi-Valamo;0
79860;Suuraho - Uusi-Valamo;186
79885;Etelä-Petruma;68
79895;Sarvikumpu;128
79910;Kerma;290
79940;Vihtari-Poikiinaho;174
80100;Joensuu Keskus, Pohjoinen;8860
80110;Joensuu Keskus Eteläinen;4578
80130;Kanervala;2417
80140;Noljakka;8135
80160;Rantakylä-Latola;10252
80170;Utra;3832
80200;Niinivaara;4151
80210;Sairaala-alue;0
80220;Penttilä;2786
80230;Hukanhauta;4796
80260;Kettuvaara;4697
80330;Reijola;2354
80400;Ylämylly;5332
80510;Onttola-Kunnasniemi;1167
80710;Lehmo;5241
80770;Kontiolahti as;672
80780;Kontioniemi;378
80790;Kontioranta-Kontioniemi;84
80850;Paihola;514
80910;Kulho;1568
81100;Kontiolahti;2889
81120;Katajaranta;430
81160;Romppala-Riihikangas;252
81200;Eno Keskus;2979
81210;Louhioja;285
81220;Jakokoski;720
81230;Mönni;159
81235;Lehtoi;260
81260;Ahveninen;165
81270;Paukkaja;117
81280;Uimaharju;1847
81290;Ukkola;277
81295;Haapalahti;152
81320;Kuismavaara;46
81330;Luhtapohja;97
81350;Tokrajärvi;154
81360;Sarvinki;117
81390;Revonkylä;90
81420;Tyrjänsaari;86
81430;Kivilahti;97
81450;Huhus-Käenkoski;110
81460;Käenkoski;30
81470;Naarva;67
81560;Vuonisjärvi;213
81570;Kelvä;111
81590;Vuonislahti;160
81650;Hattuvaara;161
81660;Lehmikylä;12
81700;Lieksa Keskus;5914
81720;Mähkö-Timitra;3038
81750;Pankakoski;944
81810;Jamali;342
81820;Kylänlahti;346
81850;Mätäsvaara;164
81860;Viekijärvi;396
81950;Pankajärvi;92
81970;Jongunjoki-Pankajärvi;198
82110;Heinävaara;1117
82120;Keskijärvi;233
82140;Kiihtelysvaara Keskus;984
82160;Oskola;62
82170;Uskali;57
82180;Huhtilampi;91
82200;Hammaslahti;3245
82210;Suhmura;562
82220;Niittylahti;1962
82290;Nieminen;422
82300;Rääkkylä Keskus;1067
82310;Oravisalo-Varpasalo;297
82335;Rasivaara;689
82350;Tikkala;366
82360;Onkamo;427
82380;Tolosenmäki;485
82395;Haarajärvi;172
82430;Puhos-Leinovaara;935
82460;Hummovaara;129
82490;Heinoniemi;132
82500;Kitee Keskus;6360
82510;Kiteenlahti;285
82580;Juurikka;408
82590;Närsäkkälä;132
82600;Tohmajärvi Keskus;2980
82655;Värtsilä Keskus;362
82660;Uusi-Värtsilä;228
82670;Kaurila;117
82675;Niirala-Jänisjoki;134
82685;Littilä;205
82710;Kovero;477
82730;Tuupovaara Keskus-Pirttiaho;820
82750;Öllölä;129
82760;Hoilola;103
82770;Kaustajärvi;33
82815;Marjovaara;161
82820;Maukkula;269
82830;Haukivaara;100
82840;Pirttiaho;38
82850;Kinnasniemi;74
82865;Kokinvaara-Mannervaara;41
82870;Luutalahti;38
82880;Mannervaara;24
82900;Ilomantsi Keskus;4054
82915;Sonkaja;215
82960;Lehtovaara-Kuikkalampi;149
82967;Hattu;93
82980;Möhkö;87
83100;Liperi Keskus;2637
83130;Salokylä;379
83140;Puromäki;137
83150;Roukalahti;229
83160;Tutjunniemi;150
83320;Risti-Juojärvi;82
83330;Kaatamo;257
83340;Kaarnalampi;88
83400;Viinijärvi;1543
83430;Käsämä;607
83450;Vaivio;342
83460;Harinjärvi;279
83480;Ahonkylä;215
83500;Outokumpu Keskus;6348
83550;Kokonvaara;159
83630;Kuusjärvi;452
83660;Varislahti;278
83700;Polvijärvi Keskus;2640
83720;Kuorevaara;298
83750;Sotkuma;516
83760;Sola;78
83780;Horsmanaho;240
83825;Kinahmo;300
83830;Hukkala;135
83835;Ruvaslahti;231
83840;Saarivaara;63
83855;Martonvaara-Sammakkovaara;164
83870;Polvela-Timovaara;221
83880;Kajoo;204
83900;Juuka Keskus;3878
83910;Paalasmaa;87
83915;Vihtasuo;9
83940;Nunnanlahti;364
83950;Ahmovaara;480
83960;Koli;270
83985;Tuopanjoki;3
84100;Ylivieska Keskus;12771
84460;Tuomiperä;219
84540;Vähäkangas;533
84650;Kantokylä;213
84770;Isokoski;108
84880;Raudaskylä;682
85100;Kalajoki Keskus;6898
85120;Metsä;325
85140;Tynkä;868
85150;Typpö;333
85160;Rautio;617
85180;Rahja;481
85200;Alavieska Keskus;2203
85210;Kähtävä;253
85230;Talus;278
85310;Sievi Asemanseutu;567
85320;Markkula;280
85340;Jyrinki;748
85410;Sievi Keskus;2091
85430;Koivisto;618
85450;Joenkylä;290
85470;Kiiskilampi;555
85500;Nivala Keskus;7520
85540;Mönkö;575
85560;Ainastalo;489
85580;Karvoskylä;704
85620;Sarja;298
85630;Sarjanahde;618
85640;Maliskylä;558
85660;Ruuskankylä;178
85710;Parkkila;387
85730;Tulppo;140
85800;Haapajärvi Keskus;5886
85820;Oksava;951
85840;Kuona;310
85900;Reisjärvi Keskus;2078
85930;Kangaskylä-Tolpankangas;182
85940;Räisälänmäki;275
85980;Köyhänperä;376
86100;Pyhäjoki Keskus;1958
86110;Parhalahti;379
86160;Pirttikoski;318
86170;Yppäri;584
86210;Petäjäskoski;217
86220;Merijärvi Keskus;862
86230;Ylipää;156
86240;Pyhänkoski;210
86300;Oulainen Keskus;6991
86350;Kilpua;143
86360;Ilveskorpi;234
86400;Vihanti Keskus;1815
86440;Lampinsaari;312
86460;Alpua;425
86470;Lumimetsä;215
86480;Karhukangas;55
86510;Matkaniva;311
86530;Annonen;190
86550;Mieluskylä;390
86600;Haapavesi Keskus;5532
86650;Kytökylä-Joutenniva;500
86680;Vatjusjärvi;520
86690;Karsikas;193
86710;Kärsämäki Keskus;2718
86790;Venetpalo;24
86800;Pyhäsalmi;4505
86810;Pellikkaperä;190
86850;Hiidenniemi;251
86870;Vesikoski;296
86900;Pyhäkumpu;528
86980;Väliaho;68
87100;Kajaani Keskus;5905
87150;Purola;2288
87200;Teppana;4108
87250;Kättö-Kätönlahti;4406
87300;Palokangas;1149
87400;Petäisenniska;1822
87500;Lehtikangas;6102
87700;Lohtaja-Kettu;4243
87800;Vuoreslahti;940
87830;Nakertaja;1516
87850;Paltaniemi;522
87900;Karankalahti;498
87910;Linnantaus;513
87930;Salmijärvi;383
87950;Kuluntalahti;901
87970;Jormua;488
88120;Tuhkakylä;96
88200;Otanmäki-Kytökoski;1018
88270;Vuolijoki Keskus;941
88300;Paltamo Keskus;2480
88310;Melalahti;224
88340;Manamansalo;109
88350;Kivesjärvi;109
88380;Mieslahti;248
88400;Ristijärvi Keskus-Hiisijärvi;1331
88440;Jokikylä;76
88460;Hiisijärvi;52
88470;Kontiomäki;571
88490;Pohjavaara;266
88530;Paakki;116
88600;Sotkamo Keskus;6577
88610;Vuokatti;2593
88615;Vuokatin Urheiluopisto;0
88620;Korholanmäki;499
88640;Ontojoki;88
88670;Juurikkalahti-Maanselkä;213
88690;Maanselkä;63
88730;Ylä-Vieksi;143
88740;Härmänkylä-Iivantiira;89
88760;Iivantiira;161
88820;Katerma;14
88900;Kuhmo Keskus;8455
88930;Lentiira-Kuumu;317
88940;Kuumu;19
89110;Törmänmäki;55
89140;Kotila-Törmänmäki;91
89200;Puolanka Keskus;2469
89210;Puokiovaara;65
89320;Joukokylä;133
89330;Suolijärvi;72
89400;Hyrynsalmi Keskus;2264
89430;Hoikka;54
89440;Sakara;114
89540;Moisiovaara;229
89560;Karhuvaara;77
89600;Ämmänsaari,;5584
89610;Jumaliskylä;56
89640;Pesiökylä;136
89660;Takalo;109
89670;Näljänkä;254
89680;Vaaranniva;101
89730;Ahjola;38
89740;Kianta;74
89760;Piispajärvi-Peranka-Kaikkoinen;106
89770;Peranka;42
89780;Kaikkonen;62
89800;Suomussalmi Keskus;1547
89830;Ala-Vuokki;54
89840;Ylä-Vuokki;81
89920;Ruhtinansalmi;419
90100;Oulu Keskus;7959
90120;Heinäpää;6466
90130;Raksila;5897
90140;Karjasilta;3090
90150;Höyhtyä;5822
90220;Kontinkangas;630
90230;Värttö-Maikkula;7359
90240;Iinatti;6391
90250;Kaukovainio;6636
90310;Madekoski;2994
90400;Äimärautio,;544
90410;Kaakkuri;4458
90420;Metsokangas;9128
90440;Kempele Keskus;8963
90450;Honkanen;7175
90460;Oulunsalo Keskus;8555
90470;Varjakka;1276
90480;Hailuoto;983
90500;Tuira;7736
90510;Hietasaari;1727
90520;Taskila-Toppila;4583
90530;Välivainio;5185
90540;Kuivasjärvi;9898
90550;Pyykkösjärvi-Puolivälikangas;4467
90560;Koskela-Oulu;3025
90570;Kaijonharju-Linnanmaa;6874
90580;Rajakylä;4713
90590;Teknologiakylä;0
90620;Rusko-Heikinharju;575
90630;Korvensuora;6413
90650;Haapalehto;10570
90660;Sanginsuu;665
90670;Hiukkavaara;212
90800;Pateniemi;8373
90810;Kiviniemi;2953
90820;Kello;3258
90830;Haukipudas Keskus;8027
90840;Haukipudas Asemanseutu;2008
90850;Martinniemi;2189
90860;Halosenniemi;564
90900;Kiiminki Keskus;6556
90910;Kontio;1633
90940;Jääli;5094
91100;Ii Keskus;6295
91110;Ii Asemanseutu;902
91140;Olhava;407
91150;Yli-Olhava;170
91200;Yli-Ii Keskus;1313
91210;Jakkukylä;491
91240;Tannila;220
91260;Pahkakoski-Räinä;130
91300;Ylikiiminki Keskus;3382
91310;Arkala;217
91410;Jokirinne;967
91430;Leppiniemi;163
91500;Muhos Keskus;7220
91510;Rova;476
91560;Kylmälänkylä;132
91600;Utajärvi Keskus;2189
91620;Sanginkylä;180
91630;Juorkuna;108
91640;Särkijärvi;108
91660;Ahmas;292
91670;Rokua;0
91700;Vaala Keskus-Oterma;1628
91710;Jylhämä;66
91720;Oterma;82
91730;Kankari;108
91740;Jaalanka-Liminpuro;126
91750;Liminpuro;66
91760;Säräisniemi;302
91780;Neittävä;136
91790;Nuojua;164
91800;Tyrnävä;5678
91900;Liminka Keskus;5801
91910;Tupos;3090
91930;Ala-Temmes;469
91950;Temmes;705
91980;Lumijoki;2005
92100;Raahe Keskus;3888
92120;Ollinsaari-Mestauskallio;3227
92130;Isoholmi-Antinkangas;3286
92140;Pattijoki Keskus;6289
92150;Kummatti-Junnilanmäki;1461
92160;Saloinen;1782
92180;Lapaluoto;148
92210;Arkkukari;898
92220;Piehinki;723
92230;Mattilanperä;238
92240;Lasikangas;302
92260;Kopsa;320
92320;Siikajoki Keskus;1076
92330;Karinkanta;220
92350;Revonlahti;812
92400;Ruukki Keskus;1814
92430;Paavola-Huumola;1017
92440;Saarikoski;36
92450;Luohua;332
92470;Tuomioja;260
92500;Rantsila Keskus;1576
92520;Sipola;81
92530;Mankila;209
92600;Pulkkila Keskus;1249
92610;Vorna;93
92620;Piippola Keskus;957
92640;Leskelä;200
92650;Laakkola;174
92700;Kestilä;1429
92810;Pelsonsuo;190
92830;Veneheitto;279
92910;Tavastkenkä;289
92920;Ahokylä;79
92930;Pyhäntä;1188
93100;Pudasjärvi Keskus;5117
93140;Kipinä;486
93160;Hetejärvi;277
93170;Yli-Kollaja;117
93180;Ikosenniemi;31
93187;Ala-Siurua;154
93190;Yli-Siurua-Ikosenniemi;136
93195;Kokkokylä;68
93220;Livo;117
93225;Pärjänsuo;259
93240;Rytinki;132
93250;Sarajärvi;283
93270;Sotkajärvi;497
93277;Iinattijärvi;156
93280;Syöte;278
93290;Pintamo;91
93350;Jaurakkajärvi;154
93390;Puhoskylä;230
93400;Taivalkoski Keskus;3296
93420;Jurmu;246
93440;Loukusa;62
93470;Inget;136
93540;Tyrövaara;346
93590;Vanhala;219
93600;Kuusamo Keskus;10901
93630;Kuoliovaara;190
93680;Vasaraperä;150
93730;Poussu;51
93760;Kemilä-Murtovaara-Teeriranta;35
93780;Teeriranta;26
93820;Aikkila-Rukatunturi;145
93825;Rukatunturi;243
93840;Patoniemi;19
93850;Käylä-Patoniemi;294
93920;Määttälänvaara;166
93940;Vuotunki;98
93990;Kärpänkylä;16
93999;Kuusamo;3796
94100;Kemi Keskus;6546
94200;Torvinen-Vainio;2669
94300;Pajusaari;324
94400;Keminmaa Keskus;2872
94430;Kaakamo;1022
94450;Lassila-Jokisuu;2407
94460;Ruottala;195
94500;Lautiosaari;2178
94600;Ristikangas-Kivikko;2809
94700;Takajärvi-Haukkari;6311
94720;Peurasaari;1071
94800;Veitsiluoto;0
94830;Pikku Berliini-Hepola;1922
94900;Ajos;369
95100;Kuivaniemi Keskus;1048
95110;Kuivaniemi kk;320
95130;Hyryoja;169
95160;Oijärvi-Lamminperä;230
95200;Simo Keskus;1404
95210;Filpus;251
95220;Simoniemi;325
95225;Viantie;250
95230;Maksniemi;863
95255;Alaniemi;91
95260;Tainionjoki;57
95270;Yli-Kärppä-Tainionjoki;152
95300;Tervola Keskus;1934
95310;Liedakkala;459
95315;Törmä;216
95325;Paakkola;179
95330;Tervola;534
95340;Loue;287
95350;Peura;22
95355;Koivu-Peura;295
95365;Maula;279
95370;Itäkoski;206
95375;Yli-Paakkola;108
95400;Tornio Keskus;2699
95410;Kiviranta;3173
95420;Miukki-Palosaari-Luotomäki;3954
95430;Suensaari;1269
95440;Kyläjoki;956
95450;Kirkonmäki;3560
95460;Kantojärvi;1086
95470;Pirkkiö-Röyttä;977
95490;Terästehtaanalue;0
95500;Vojakkala-Yli-Liakka;1106
95520;Kukkola;343
95530;Karunki;812
95540;Korpikylä;77
95560;Aapajoki;222
95590;Arpela;889
95600;Ylitornio Keskus;2243
95610;Kainuunkylä;249
95615;Pekanpää;116
95620;Aavasaksa;474
95630;Kuivakangas;147
95635;Kaulinranta;242
95640;Juoksenki;232
95645;Turtola;269
95655;Etelä-Portimojärvi;133
95660;Kantomaanpää;195
95670;Pessalompolo;130
95675;Meltosjärvi;138
95680;Lohijärvi;60
95690;Mellakoski;199
95700;Pello Keskus;2404
95710;Naamijoki;51
95720;Jarhoinen;35
95750;Orajärvi;126
95760;Konttajärvi;113
95770;Lankojärvi;199
95780;Sirkkakoski;127
95790;Lampsijärvi;98
95800;Sieppijärvi-Taapajärvi;507
95830;Vaattojärvi;178
95840;Venejärvenkylä;72
95850;Ruokojärvi;33
95860;Pasmajärvi;44
95900;Kolari Keskus;1867
95920;Saaripudas;173
95930;Äkäsjoensuu,;131
95940;Tapojärvi;55
95950;Kihlanki-Tapojärvi;46
95970;Äkäslompolo,;561
95980;Ylläsjärvi;243
95990;Kurtakko;80
96100;Rovaniemi Keskus;9292
96190;Lapinrinne-Ahokangas;3822
96200;Sahanperä-Ratantaus;4852
96300;Niemelänkangas-Korvanniemi;5450
96320;Teollisuuskylä;35
96400;Pullinranta-Kiiruna;3586
96440;Ounasrinne;3255
96460;Pöykkölä;2552
96500;Korkalovaara;5754
96600;Koskenkylä;1280
96700;Niskanperä;813
96800;Ylikylä-Patosaari;1590
96900;Saarenkylä;7275
96910;Syväsenvaara;2895
96930;Napapiiri Rovaniemi;63
96960;Someroharju;121
97110;Rautionsaari;549
97130;Hirvas;783
97140;Muurola;1267
97145;Totonvaara;12
97160;Petäjäinen;103
97170;Jaatila;163
97220;Sinettä;852
97240;Sonka;311
97250;Raanujärvi;218
97280;Tapio;325
97290;Marraskoski;103
97310;Patokoski;140
97320;Marrasjärvi;73
97330;Rattosjärvi;57
97335;Ruuhivaara;84
97340;Meltaus-Jääskö-Perttaus;342
97370;Unarin-Luusua;54
97380;Kukasranta;32
97390;Kierinki;143
97420;Lohiniva;448
97430;Taapajärvi;4
97470;Alakylä-Sailehto;153
97510;Vikajärvi;198
97520;Nampa;49
97530;Nampa-Yli-Nampa;90
97540;Tiainen;90
97580;Misi;82
97590;Raajärvi;8
97610;Oikarainen;487
97615;Tennirova;30
97620;Viiri-Tennirova;84
97625;Vanttauskoski;341
97630;Pekkala;106
97635;Juuniemi;85
97645;Juujärvi;116
97650;Juotas;150
97655;Autti;169
97665;Pohjasperä;192
97670;Kivitaipale;267
97675;Narkaus-Kämät;147
97680;Saari-Kämä;87
97685;Siika-Kämä;45
97690;Sulaoja;133
97700;Ranua Keskus;3239
97715;Raiskio;194
97720;Yli-Simo-Raiskio;94
97760;Saariharju;174
97765;Kuha-Impiö-Itäranua;106
97770;Petäjäjärvi;11
97780;Kuukasjärvi-Petäjäjärvi;91
97785;Kelankylä;78
97810;Suorsa;22
97815;Pernu-Suorsa;70
97820;Perä-Posio;120
97840;Lehtiniemi;113
97850;Ristilä;95
97870;Jumisko;47
97880;Nolimo-Jumisko;53
97890;Karjalaisenniemi;252
97895;Mourujärvi;102
97900;Posio Keskus;2019
97920;Suonnankylä;99
97925;Tolva;80
97940;Lohiranta;94
97950;Säikkä;23
97960;Kuloharju-Säikkä;106
97965;Kynsilä;104
97970;Sirniö;84
97980;Anetjärvi;143
97999;Köngäs;12
98100;Kemijärvi Keskus;2775
98120;Särkikangas;1871
98230;Luusua-Karsimus;218
98310;Karvakko;578
98350;Tapionniemi;148
98360;Vuostimo;153
98400;Isokylä-Ryti-Lehtola;653
98420;Ryti-Lehtola;137
98440;Kallaanvaara;801
98450;Kostamo;293
98500;Pelkosenniemi Keskus;522
98510;Saunavaara;52
98530;Pyhätunturi;211
98550;Suvanto;31
98560;Kairala-Luiro;87
98570;Aapajärvi;41
98580;Luiro;39
98600;Kursu;282
98620;Pahkakumpu;74
98630;Ahvenselkä;82
98660;Salmivaara;148
98710;Joutsijärvi;122
98720;Suomutunturi;111
98760;Hirvasvaara-Paloperä;77
98770;Aholanvaara;47
98780;Maaninkavaara;97
98790;Paloperä;44
98800;Savukoski Keskus-Värriö;573
98810;Lunkkaus;41
98820;Värriö;54
98830;Martti-Ruuvaoja;173
98840;Ruuvaoja;12
98850;Kuosku;136
98900;Salla Keskus;2331
98920;Kelloselkä;165
98930;Kotalankylä;115
98950;Saija;162
98960;Naruska;57
98970;Onkamojärvi;79
98980;Kallunki-Niemelä;40
98995;Hautajärvi;280
99100;Kittilä Keskus;2858
99110;Kaukonen;322
99120;Kallo;139
99130;Sirkka-Rauhala;1324
99135;Rauhala;28
99140;Köngäs-Hanhivaara;223
99150;Tepasto;105
99160;Lompolo-Pulju;67
99170;Pulju;26
99180;Rautusjärvi;63
99190;Hanhimaa;45
99195;Pokka;9
99230;Jeesiöjärvi;42
99240;Kuivasalmi;30
99250;Kiistala-Jeesiöjärvi;83
99270;Hormakumpu;36
99280;Tepsa;86
99290;Kelontekemä;95
99300;Muonio Keskus;1896
99310;Yli-Muonio;163
99320;Kätkäsuvanto;118
99330;Pallastunturi;0
99340;Raattama-Pallastunturi;146
99360;Kangosjärvi;126
99400;Enontekiö Keskus;702
99410;Vuontisjärvi;110
99420;Peltovuoma;179
99430;Nunnanen;82
99440;Leppäjärvi;147
99450;Palojoensuu-Kuttanen;105
99460;Kuttanen;56
99470;Karesuvanto;281
99490;Kilpisjärvi;157
99510;Raudanjoki-Seipäjärvi;74
99520;Seipäjärvi;39
99530;Vuojärvi;90
99540;Torvinen;161
99550;Aska-Orakylä;86
99555;Luosto;101
99560;Orakylä;282
99600;Sodankylä Keskus;5576
99610;Siurunmaa;42
99620;Kelujärvi;237
99640;Tanhua;90
99645;Lokka;86
99650;Sattanen;285
99655;Sattasvaara;125
99660;Kersilö;46
99665;Moskuvaara;44
99670;Petkula;41
99690;Vuotso;280
99695;Tankavaara;7
99710;Vaalajärvi;304
99720;Riipi;201
99740;Syväjärvi;188
99750;Sassali;58
99760;Uimaniemi;24
99770;Jeesiö;140
99800;Ivalo;4841
99830;Saariselkä;349
99860;Nellim;137
99870;Inari Keskus-Lemmenjoki;951
99885;Lemmenjoki;49
99910;Kaamanen-Partakko;197
99930;Sevettijärvi-Näätämö;109
99940;Näätämö;21
99950;Karigasniemi;299
99980;Utsjoki Keskus;738
99990;Nuorgam;209
